Sale Order Item Code,Display Order Code,Store,Date,Reverse Pickup Code,Reverse Pickup Created Date,Reverse Pickup Reason,Invoice Code,Invoice Created,Item SKU Code,Channel Product Id,Product,Item Type Color,Item Type Size,Item Type Brand,Channel Name,SKU Require Customization,Gift Wrap,Gift Message,HSN Code,MRP,Total Price,Amount,Quantity Ordered,Cost Price,Prepaid Amount,Subtotal,Discount,GST Tax Type Code,CGST,IGST,SGST,UTGST,CESS,CGST Rate,IGST Rate,SGST Rate,UTGST Rate,CESS Rate,TCS Amount,Tax %,Tax Value,Voucher Code,Shipping Charges,Shipping Method Charges,COD Service Charges,Gift Wrap Charges,Packet Number,Sale Order Code,On Hold,Sale Order Status,Priority,Currency,Currency Conversion Rate,Sale Order Item Status,Cancellation Reason,Shipping provider,Shipping Courier,Shipping Arranged By,Shipping Package Code,Shipping Package Creation Date,Shipping Package Status Code,Shipping Package Type,Length(mm),Width(mm),Height(mm),Delivery Time,Tracking Number,Dispatch Date,Facility,Return Date,Return Reason,Return Remarks,Created,Updated,Combination Identifier,Combination Description,Transfer Price,Item Code,IMEI,Weight,GSTIN,Customer GSTIN,TIN,Payment Instrument,Fulfillment TAT,Adjustment In Selling Price,Adjustment In Discount,Store Credit,IRN,Acknowledgement Number,Bundle SKU Code Number,SKU Name,Batch Code,Vendor Batch Number,Seller SKU Code,Item Type EAN,Shipping Courier Status,Shipping Tracking Status,Item Seal Id,Parent Sale Order Code,Item Tag,Shipment Tag,Original Order ID,Payment Method,Store Code,Channel Shipping,Item Details
435110-0,S2000065343,schools365,06-08-2025 17:21,,,,INS/25-26/11440,07-08-2025 11:16,SDSTPNB07-38,SDSTPNB07-38,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 38,Navy Blue,38,GOL,schools365,FALSE,FALSE,,61034200,999,679,530,1,,0,504.76,0,gst-5,0,32.34,0,0,0,0,5,0,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065343,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611069,06-08-2025 17:32,DISPATCHED,DEFAULT,1,1,1,,HRD900041527,07-08-2025 18:17,Bangalore,,,,06-08-2025 17:32,07-08-2025 18:17,,,,,,501,29AAHCP5883A1Z7,,29141195654,,11-08-2025 17:32,0,0,0,,,,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 38,,,SDSTPNB07-38,,,,,,,,,cashfree,,FALSE,
435112-0,S2000065344,schools365,06-08-2025 17:28,,,,INS/25-26/11441,07-08-2025 11:16,SDSTS003-36,SDSTS003-36,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 36,Light Blue,36,GOL,schools365,FALSE,FALSE,,61091000,999,669,520,1,,0,495.24,0,gst-5,0,31.86,0,0,0,0,5,0,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065344,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611070,06-08-2025 17:32,DISPATCHED,DEFAULT,1,1,1,,HRD900041528,07-08-2025 18:17,Bangalore,,,,06-08-2025 17:32,07-08-2025 18:17,,,,,,501,29AAHCP5883A1Z7,,29141195654,,11-08-2025 17:32,0,0,0,,,,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 36,,,SDSTS003-36,,,,,,,,,cashfree,,FALSE,
435118-0,S2000065345,schools365,06-08-2025 19:23,,,,INS/25-26/11442,07-08-2025 11:16,SDICAP01-3,SDICAP01-3,Springdays International Cap  - Size: L,Blue,L,GOL,schools365,FALSE,FALSE,,65020010,999,397.24,359,1,,0,341.9,0,gst-5,0,18.92,0,0,0,0,5,0,0,0,0.00E+00,,,,38.24,0,0,0,1,SC-S2000065345,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611072,06-08-2025 19:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041529,07-08-2025 18:17,Bangalore,,,,06-08-2025 19:30,07-08-2025 18:17,,,,,,503,29AAHCP5883A1Z7,,29141195654,,11-08-2025 19:30,0,0,0,,,,Springdays International Cap  - Size: L,,,SDICAP01-3,,,,,,,,,cashfree,,FALSE,
435116-0,S2000065345,schools365,06-08-2025 19:23,,,,INS/25-26/11442,07-08-2025 11:16,SDITPG03-36,SDITPG03-36,Springdays International Sports Trackpant - Grey - Size: 36,Grey,36,GOL,schools365,FALSE,FALSE,,61034200,999,586.44,530,1,,0,504.76,0,gst-5,0,27.93,0,0,0,0,5,0,0,0,0.00E+00,,,,56.44,0,0,0,1,SC-S2000065345,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611072,06-08-2025 19:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041529,07-08-2025 18:17,Bangalore,,,,06-08-2025 19:30,07-08-2025 18:17,,,,,,503,29AAHCP5883A1Z7,,29141195654,,11-08-2025 19:30,0,0,0,,,,Springdays International Sports Trackpant - Grey - Size: 36,,,SDITPG03-36,,,,,,,,,cashfree,,FALSE,
435114-0,S2000065345,schools365,06-08-2025 19:23,,,,INS/25-26/11442,07-08-2025 11:16,SDITSP02-32,SDITSP02-32,Springdays International Sports T-Shirt - Peach - Size: 32,Peach,32,GOL,schools365,FALSE,FALSE,,61091000,999,564.32,510,1,,0,485.71,0,gst-5,0,26.88,0,0,0,0,5,0,0,0,0.00E+00,,,,54.32,0,0,0,1,SC-S2000065345,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611072,06-08-2025 19:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041529,07-08-2025 18:17,Bangalore,,,,06-08-2025 19:30,07-08-2025 18:17,,,,,,503,29AAHCP5883A1Z7,,29141195654,,11-08-2025 19:30,0,0,0,,,,Springdays International Sports T-Shirt - Peach - Size: 32,,,SDITSP02-32,,,,,,,,,cashfree,,FALSE,
435120-0,S2000065346,schools365,06-08-2025 20:08,,,,INS/25-26/11443,07-08-2025 11:17,KCSFS002-38,KCSFS002-38,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 38,Navy Blue,38,GOL,schools365,FALSE,FALSE,,61102000,999,1018,869,1,,0,827.62,0,gst-5,24.24,0,24.24,0,0,2.5,0,2.5,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065346,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611073,06-08-2025 20:12,DISPATCHED,DEFAULT,1,1,1,,HRD900041530,07-08-2025 18:17,Bangalore,,,,06-08-2025 20:10,07-08-2025 18:17,,,,,,501,29AAHCP5883A1Z7,,29141195654,,11-08-2025 20:10,0,0,0,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 38,,,KCSFS002-38,,,,,,,,,cashfree,,FALSE,
435122-0,S2000065347,schools365,06-08-2025 20:17,,,,INS/25-26/11444,07-08-2025 11:17,SDSTPNB07-36,SDSTPNB07-36,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 36,Navy Blue,36,GOL,schools365,FALSE,FALSE,,61034200,999,605.21,530,1,,0,504.76,0,gst-5,0,28.82,0,0,0,0,5,0,0,0,0.00E+00,,,,75.21,0,0,0,1,SC-S2000065347,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611074,06-08-2025 20:22,DISPATCHED,DEFAULT,0,0,0,,HRD900041531,07-08-2025 18:17,Bangalore,,,,06-08-2025 20:20,07-08-2025 18:17,,,,,,502,29AAHCP5883A1Z7,,29141195654,,11-08-2025 20:20,0,0,0,,,,GOL Springdays Sports Unisex Trackpant - Navy Blue - Size : 36,,,SDSTPNB07-36,,,,,,,,,cashfree,,FALSE,
435124-0,S2000065347,schools365,06-08-2025 20:17,,,,INS/25-26/11444,07-08-2025 11:17,SDSTS003-36,SDSTS003-36,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 36,Light Blue,36,GOL,schools365,FALSE,FALSE,,61091000,999,593.79,520,1,,0,495.24,0,gst-5,0,28.27,0,0,0,0,5,0,0,0,0.00E+00,,,,73.79,0,0,0,1,SC-S2000065347,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611074,06-08-2025 20:22,DISPATCHED,DEFAULT,0,0,0,,HRD900041531,07-08-2025 18:17,Bangalore,,,,06-08-2025 20:20,07-08-2025 18:17,,,,,,502,29AAHCP5883A1Z7,,29141195654,,11-08-2025 20:20,0,0,0,,,,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 36,,,SDSTS003-36,,,,,,,,,cashfree,,FALSE,
435130-0,S2000065348,schools365,06-08-2025 20:20,,,,INS/25-26/12150,01-09-2025 15:43,BISRTSN003-S,BISRTSN003-S,BIS Unisex House Colour T-shirt New - Red - Size : S,Red,S,GOL,schools365,FALSE,FALSE,,61091000,999,600.29,579,1,,0,551.44,0,gst-5,14.28,0,14.28,0,0,2.5,0,2.5,0,0,0.00E+00,,,,21.29,0,0,0,1,SC-S2000065348,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611818,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,02-09-2025 15:18,9.44181E+12,01-09-2025 20:00,Bangalore,,,,06-08-2025 20:30,02-09-2025 18:02,,,,,,507,29AAHCP5883A1Z7,,29141195654,,11-08-2025 20:30,0,0,0,,,,BIS Unisex House Colour T-shirt New - Red - Size : S,,,BISRTSN003-S,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435128-0,S2000065348,schools365,06-08-2025 20:20,,,,INS/25-26/12150,01-09-2025 15:43,BISSTPN002-36,BISSTPN002-36,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 36,Navy Blue,36,GOL,schools365,FALSE,FALSE,,61034200,999,610.65,589,1,,0,560.953333,0,gst-5,14.536667,0,14.536667,0,0,2.5,0,2.5,0,0,0.00E+00,,,,21.65,0,0,0,1,SC-S2000065348,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611818,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,02-09-2025 15:18,9.44181E+12,01-09-2025 20:00,Bangalore,,,,06-08-2025 20:30,02-09-2025 18:02,,,,,,507,29AAHCP5883A1Z7,,29141195654,,11-08-2025 20:30,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 36,,,BISSTPN002-36,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435128-1,S2000065348,schools365,06-08-2025 20:20,,,,INS/25-26/12150,01-09-2025 15:43,BISSTPN002-36,BISSTPN002-36,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 36,Navy Blue,36,GOL,schools365,FALSE,FALSE,,61034200,999,610.65,589,1,,0,560.953333,0,gst-5,14.536667,0,14.536667,0,0,2.5,0,2.5,0,0,0.00E+00,,,,21.65,0,0,0,1,SC-S2000065348,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611818,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,02-09-2025 15:18,9.44181E+12,01-09-2025 20:00,Bangalore,,,,06-08-2025 20:30,02-09-2025 18:02,,,,,,507,29AAHCP5883A1Z7,,29141195654,,11-08-2025 20:30,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 36,,,BISSTPN002-36,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435128-2,S2000065348,schools365,06-08-2025 20:20,,,,INS/25-26/12150,01-09-2025 15:43,BISSTPN002-36,BISSTPN002-36,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 36,Navy Blue,36,GOL,schools365,FALSE,FALSE,,61034200,999,610.65,589,1,,0,560.953333,0,gst-5,14.536667,0,14.536667,0,0,2.5,0,2.5,0,0,0.00E+00,,,,21.65,0,0,0,1,SC-S2000065348,FALSE,COMPLETE,0,INR,1,DELIVERED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611818,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,02-09-2025 15:18,9.44181E+12,01-09-2025 20:00,Bangalore,,,,06-08-2025 20:30,02-09-2025 18:02,,,,,,507,29AAHCP5883A1Z7,,29141195654,,11-08-2025 20:30,0,0,0,,,,GOL BIS  Sports Unisex Trackpant New - Navy Blue - Size : 36,,,BISSTPN002-36,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435126-0,S2000065348,schools365,06-08-2025 20:20,RP/25-26/0234,23-09-2025 16:16,,INS/25-26/12150,01-09-2025 15:43,BISWTS003-S,BISWTS003-S,BIS Unisex T-shirt - White - Size : S,White,S,GOL,schools365,FALSE,FALSE,,61091000,999,589.92,569,1,,0,541.906667,0,gst-5,14.046667,0,14.046667,0,0,2.5,0,2.5,0,0,0.00E+00,,,,20.92,0,0,0,1,SC-S2000065348,FALSE,COMPLETE,0,INR,1,REPLACED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611818,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,02-09-2025 15:18,9.44181E+12,01-09-2025 20:00,Bangalore,,,,06-08-2025 20:30,23-09-2025 16:16,,,,,,507,29AAHCP5883A1Z7,,29141195654,,11-08-2025 20:30,0,0,0,,,,BIS Unisex T-shirt - White - Size : S,,,BISWTS003-S,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435126-1,S2000065348,schools365,06-08-2025 20:20,RP/25-26/0234,23-09-2025 16:16,,INS/25-26/12150,01-09-2025 15:43,BISWTS003-S,BISWTS003-S,BIS Unisex T-shirt - White - Size : S,White,S,GOL,schools365,FALSE,FALSE,,61091000,999,589.92,569,1,,0,541.906667,0,gst-5,14.046667,0,14.046667,0,0,2.5,0,2.5,0,0,0.00E+00,,,,20.92,0,0,0,1,SC-S2000065348,FALSE,COMPLETE,0,INR,1,REPLACED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611818,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,02-09-2025 15:18,9.44181E+12,01-09-2025 20:00,Bangalore,,,,06-08-2025 20:30,23-09-2025 16:16,,,,,,507,29AAHCP5883A1Z7,,29141195654,,11-08-2025 20:30,0,0,0,,,,BIS Unisex T-shirt - White - Size : S,,,BISWTS003-S,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435126-2,S2000065348,schools365,06-08-2025 20:20,RP/25-26/0234,23-09-2025 16:16,,INS/25-26/12150,01-09-2025 15:43,BISWTS003-S,BISWTS003-S,BIS Unisex T-shirt - White - Size : S,White,S,GOL,schools365,FALSE,FALSE,,61091000,999,589.92,569,1,,0,541.906667,0,gst-5,14.046667,0,14.046667,0,0,2.5,0,2.5,0,0,0.00E+00,,,,20.92,0,0,0,1,SC-S2000065348,FALSE,COMPLETE,0,INR,1,REPLACED,,Delhivery_SC,DELHIVERY_SC,Self,SPOR2611818,01-09-2025 12:15,DELIVERED,DEFAULT,0,0,0,02-09-2025 15:18,9.44181E+12,01-09-2025 20:00,Bangalore,,,,06-08-2025 20:30,23-09-2025 16:16,,,,,,507,29AAHCP5883A1Z7,,29141195654,,11-08-2025 20:30,0,0,0,,,,BIS Unisex T-shirt - White - Size : S,,,BISWTS003-S,,DL-DELIVERED,DELIVERED_TO_CUSTOMER,,,,,,cashfree,,FALSE,
435132-0,S2000065349,schools365,06-08-2025 20:54,,,,INS/25-26/11445,07-08-2025 11:17,GOLSOCKS02-3,GOLSOCKS02-3,GOL Legacy School Socks - Pack of 3(Size=L),,L,GOL,schools365,FALSE,FALSE,,61159500,449,549,400,1,,0,380.96,0,gst-5,13.07,0,13.07,0,0,2.5,0,2.5,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065349,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611075,06-08-2025 21:02,DISPATCHED,DEFAULT,1,1,1,,HRD900041532,07-08-2025 18:17,Bangalore,,,,06-08-2025 21:00,07-08-2025 18:17,,,,,,501,29AAHCP5883A1Z7,,29141195654,,11-08-2025 21:00,0,0,0,,,,GOL Legacy School Socks - Pack of 3(Size=L),,,GOLSOCKS02-3,,,,,,,,,cashfree,,FALSE,
435136-0,S2000065350,schools365,06-08-2025 23:34,,,,INS/25-26/11446,07-08-2025 11:17,APCLGNB01-9C,APCLGNB01-9C,Action Plus Navy Blue Clogs - 9C,Navy Blue & Green,9C UK,Action Plus,schools365,FALSE,FALSE,,64029990,349,358.42,330,1,,0,294.64,0,gst-5,0,38.4,0,0,0,0,12,0,0,0,0.00E+00,,,,28.42,0,0,0,1,SC-S2000065350,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611076,06-08-2025 23:42,DISPATCHED,DEFAULT,0,0,0,,HRD900041533,07-08-2025 18:17,Bangalore,,,,06-08-2025 23:40,07-08-2025 18:17,,,,,,504,29AAHCP5883A1Z7,,29141195654,,11-08-2025 23:40,0,0,0,,,,Action Plus Navy Blue Clogs - 9C,,,APCLGNB01-9C,,,,,,,,,cashfree,,FALSE,
435134-0,S2000065350,schools365,06-08-2025 23:34,,,,INS/25-26/11446,07-08-2025 11:17,SDSSHNB05-20,SDSSHNB05-20,GOL Springdays Sports Unisex Shorts - Navy Blue - Size 20,Navy Blue,20,GOL,schools365,FALSE,FALSE,,62034300,999,505.05,465,1,,0,442.855,0,gst-5,0,24.05,0,0,0,0,5,0,0,0,0.00E+00,,,,40.05,0,0,0,1,SC-S2000065350,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611076,06-08-2025 23:42,DISPATCHED,DEFAULT,0,0,0,,HRD900041533,07-08-2025 18:17,Bangalore,,,,06-08-2025 23:40,07-08-2025 18:17,,,,,,504,29AAHCP5883A1Z7,,29141195654,,11-08-2025 23:40,0,0,0,,,,GOL Springdays Sports Unisex Shorts - Navy Blue - Size 20,,,SDSSHNB05-20,,,,,,,,,cashfree,,FALSE,
435134-1,S2000065350,schools365,06-08-2025 23:34,,,,INS/25-26/11446,07-08-2025 11:17,SDSSHNB05-20,SDSSHNB05-20,GOL Springdays Sports Unisex Shorts - Navy Blue - Size 20,Navy Blue,20,GOL,schools365,FALSE,FALSE,,62034300,999,505.05,465,1,,0,442.855,0,gst-5,0,24.05,0,0,0,0,5,0,0,0,0.00E+00,,,,40.05,0,0,0,1,SC-S2000065350,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611076,06-08-2025 23:42,DISPATCHED,DEFAULT,0,0,0,,HRD900041533,07-08-2025 18:17,Bangalore,,,,06-08-2025 23:40,07-08-2025 18:17,,,,,,504,29AAHCP5883A1Z7,,29141195654,,11-08-2025 23:40,0,0,0,,,,GOL Springdays Sports Unisex Shorts - Navy Blue - Size 20,,,SDSSHNB05-20,,,,,,,,,cashfree,,FALSE,
435138-0,S2000065350,schools365,06-08-2025 23:34,,,,INS/25-26/11446,07-08-2025 11:17,SDSTS001-18,SDSTS001-18,GOL Springdays Sports Unisex T-shirt - Light Blue - Size :18,Light Blue,18,GOL,schools365,FALSE,FALSE,,61091000,999,510.48,470,1,,0,447.62,0,gst-5,0,24.31,0,0,0,0,5,0,0,0,0.00E+00,,,,40.48,0,0,0,1,SC-S2000065350,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611076,06-08-2025 23:42,DISPATCHED,DEFAULT,0,0,0,,HRD900041533,07-08-2025 18:17,Bangalore,,,,06-08-2025 23:40,07-08-2025 18:17,,,,,,504,29AAHCP5883A1Z7,,29141195654,,11-08-2025 23:40,0,0,0,,,,GOL Springdays Sports Unisex T-shirt - Light Blue - Size :18,,,SDSTS001-18,,,,,,,,,cashfree,,FALSE,
435142-0,S2000065351,schools365,07-08-2025 05:26,,,,INS/25-26/11447,07-08-2025 11:18,SDSSHNB007-34,SDSSHNB007-34,GOL Springdays Sports Unisex Shorts - Navy Blue - Size 34,Navy Blue,34,GOL,schools365,FALSE,FALSE,,62034300,999,559.12,485,1,,0,461.9,0,gst-5,0,26.63,0,0,0,0,5,0,0,0,0.00E+00,,,,74.12,0,0,0,1,SC-S2000065351,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611077,07-08-2025 05:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041534,07-08-2025 18:17,Bangalore,,,,07-08-2025 05:30,07-08-2025 18:17,,,,,,502,29AAHCP5883A1Z7,,29141195654,,12-08-2025 05:30,0,0,0,,,,GOL Springdays Sports Unisex Shorts - Navy Blue - Size 34,,,SDSSHNB007-34,,,,,,,,,cashfree,,FALSE,
435140-0,S2000065351,schools365,07-08-2025 05:26,,,,INS/25-26/11447,07-08-2025 11:18,SDSTS002-28,SDSTS002-28,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 28,Light Blue,28,GOL,schools365,FALSE,FALSE,,61091000,999,564.88,490,1,,0,466.67,0,gst-5,0,26.9,0,0,0,0,5,0,0,0,0.00E+00,,,,74.88,0,0,0,1,SC-S2000065351,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611077,07-08-2025 05:32,DISPATCHED,DEFAULT,0,0,0,,HRD900041534,07-08-2025 18:17,Bangalore,,,,07-08-2025 05:30,07-08-2025 18:17,,,,,,502,29AAHCP5883A1Z7,,29141195654,,12-08-2025 05:30,0,0,0,,,,GOL Springdays Sports Unisex T-shirt - Light Blue - Size : 28,,,SDSTS002-28,,,,,,,,,cashfree,,FALSE,
435138488509939100-1,OD435138488509939100,FLIPKART 25,07-08-2025 06:49,,,,FAABJ92600000017,07-08-2025 11:11,RBKPB002-13-3P,LSTSHOHDNSUXBHGCHPDDEK12E,Reebok Prodigy Black School Shoes 3P - 13US,Black,13US,Reebok,FLIPKART 25,FALSE,FALSE,,64041990,2999,2542,2542,1,,0,2154.24,0,Range-5-18,0,387.76,0,0,0,0,18,0,0,0,0.00E+00,,,,0,0,0,0,1,`435138488509939100,FALSE,COMPLETE,0,INR,1,DELIVERED,,E-Kart Logistics,,Channel,SPOR2611078,07-08-2025 07:00,DELIVERED,DEFAULT,1,1,1,08-08-2025 01:48,FMPP3244050440,07-08-2025 15:42,Bangalore,,,,07-08-2025 07:00,15-08-2025 20:14,,,,,,501,29AAHCP5883A1Z7,,29141195654,,09-08-2025 12:00,0,0,0,,,,Reebok Prodigy Black School Shoes 3P - 13US,,,RBKPB002-13-3P,,DELIVERED,STATUS_NOT_DEFINED,,,,,,,,TRUE,
435144-0,S2000065352,schools365,07-08-2025 06:49,,,,INS/25-26/11448,07-08-2025 11:18,KCSFS002-36,KCSFS002-36,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 36,Navy Blue,36,GOL,schools365,FALSE,FALSE,,61102000,999,1018,869,1,,0,827.62,0,gst-5,24.24,0,24.24,0,0,2.5,0,2.5,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065352,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611079,07-08-2025 07:00,DISPATCHED,DEFAULT,1,1,1,,HRD900041535,07-08-2025 18:17,Bangalore,,,,07-08-2025 07:00,07-08-2025 18:17,,,,,,501,29AAHCP5883A1Z7,,29141195654,,12-08-2025 07:00,0,0,0,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 36,,,KCSFS002-36,,,,,,,,,cashfree,,FALSE,
435146-0,S2000065353,schools365,07-08-2025 06:55,,,,INS/25-26/11449,07-08-2025 11:18,SDFSS004-40,SDFSS004-40,GOL Springdays Fullsleeve Unisex Sweatshirt - Maroon - Size 40,Maroon,40,GOL,schools365,FALSE,FALSE,,61102000,999,1148,999,1,,0,951.43,0,gst-5,0,54.67,0,0,0,0,5,0,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065353,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611080,07-08-2025 07:00,DISPATCHED,DEFAULT,1,1,1,,HRD900041536,07-08-2025 18:17,Bangalore,,,,07-08-2025 07:00,07-08-2025 18:17,,,,,,501,29AAHCP5883A1Z7,,29141195654,,12-08-2025 07:00,0,0,0,,,,GOL Springdays Fullsleeve Unisex Sweatshirt - Maroon - Size 40,,,SDFSS004-40,,,,,,,,,cashfree,,FALSE,
435148-0,S2000065354,schools365,07-08-2025 06:56,,,,INS/25-26/11450,07-08-2025 11:19,SSGOL006-7,SSGOL006-7,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",White,M,GOL,schools365,FALSE,FALSE,,61159500,149,298,149,1,205,0,141.9,0,gst-5,7.1,0,7.1,0,0,2.5,0,2.5,0,0,0.00E+00,,,,149,0,0,0,1,SC-S2000065354,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611081,07-08-2025 07:00,DISPATCHED,DEFAULT,1,1,1,,HRD900041537,07-08-2025 18:17,Bangalore,,,,07-08-2025 07:00,07-08-2025 18:17,,,,,,501,29AAHCP5883A1Z7,,29141195654,,12-08-2025 07:00,0,0,0,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",,,SSGOL006-7,,,,,,,,,cashfree,,FALSE,
435150-0,S2000065355,schools365,07-08-2025 10:11,,,,INS/25-26/11451,07-08-2025 11:19,SSGOL008-3,SSGOL008-3,GOL Sri Kumaran Grey Melange Semi Crew Socks - (Pack Of 1) - Size : L,Grey,L,GOL,schools365,FALSE,FALSE,,61159500,149,223.5,149,1,43,0,141.9,0,gst-5,5.325,0,5.325,0,0,2.5,0,2.5,0,0,0.00E+00,,,,74.5,0,0,0,1,SC-S2000065355,FALSE,COMPLETE,0,INR,1,DISPATCHED,,Professional-SC,PROFESSIONAL_SC,Self,SPOR2611082,07-08-2025 10:22,DISPATCHED,DEFAULT,0,0,0,,HRD900041538,07-08-2025 18:17,Bangalore,,,,07-08-2025 10:20,07-08-2025 18:17,,,,,,502,29AAHCP5883A1Z7,,29141195654,,12-08-2025 10:20,0,0,0,,,,GOL Sri Kumaran Grey Melange Semi Crew Socks - (Pack Of 1) - Size : L,,,SSGOL008-3,,,,,,,,,cashfree,,FALSE,
