Sale Order Item Code,Display Order Code,Store,Reverse Pickup Code,Reverse Pickup Created Date,Reverse Pickup Reason,Require Customization,COD,Shipping Address Id,Category,Invoice Code,Invoice Created,EWayBill No,EWayBill Date,EWayBill Valid Till,Billing Address City,Billing Address State,Billing Address Country,Billing Address Pincode,Billing Address Latitude,Billing Address Longitude,Shipping Method,Item SKU Code,Channel Product Id,Item Type Name,Item Type Color,Item Type Size,Item Type Brand,Channel Name,SKU Require Customization,Gift Wrap,Gift Message,HSN Code,MRP,Total Price,Selling Price,Cost Price,Prepaid Amount,Subtotal,Discount,GST Tax Type Code,CGST,IGST,SGST,UTGST,CESS,CGST Rate,IGST Rate,SGST Rate,UTGST Rate,CESS Rate,TCS Amount,Tax %,Tax Value,Voucher Code,Shipping Charges,Shipping Method Charges,COD Service Charges,Gift Wrap Charges,Packet Number,Order Date as dd/mm/yyyy hh:MM:ss,Sale Order Code,On Hold,Sale Order Status,Priority,Currency,Currency Conversion Rate,Sale Order Item Status,Cancellation Reason,Shipping provider,Shipping Courier,Shipping Arranged By,Shipping Package Code,Shipping Package Creation Date,Shipping Package Status Code,Shipping Package Type,Length(mm),Width(mm),Height(mm),Delivery Time,Tracking Number,Dispatch Date,Facility,Return Date,Return Reason,Return Remarks,Created,Updated,Combination Identifier,Combination Description,Transfer Price,Item Code,IMEI,Weight,GSTIN,Customer GSTIN,TIN,Payment Instrument,Fulfillment TAT,Adjustment In Selling Price,Adjustment In Discount,Store Credit,IRN,Acknowledgement Number,Bundle SKU Code Number,SKU Name,Batch Code,Vendor Batch Number,Seller SKU Code,Item Type EAN,Shipping Courier Status,Shipping Tracking Status,Item Seal Id,Parent Sale Order Code,Item Tag,Shipment Tag,Original Order ID,Payment Method,Store Code,Channel Shipping,Item Details
441290-0,S2000067108,Online,,,,FALSE,0,11421267,School Accessories,,,,,,Bengaluru,Karnataka,IN,560109,,,STD,SSGOL004-3,SSGOL004-3,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,Blue,L,GOL,schools365,FALSE,FALSE,,61159500,149,157.94,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,8.94,0,0,0,1,02-02-2026 17:23,SC-S2000067108,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,PULS00055,11-02-2026 16:00,CREATED,DEFAULT,0,0,0,,,,Bangalore new,,,,02-02-2026 17:30,11-02-2026 16:00,,,,,,6,,,,,07-02-2026 17:30,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,,,SSGOL004-3,,,,,,,,,cashfree,,FALSE,
441290-1,S2000067108,Online,,,,FALSE,0,11421267,School Accessories,,,,,,Bengaluru,Karnataka,IN,560109,,,STD,SSGOL004-3,SSGOL004-3,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,Blue,L,GOL,schools365,FALSE,FALSE,,61159500,149,157.94,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,8.94,0,0,0,1,02-02-2026 17:23,SC-S2000067108,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,PULS00055,11-02-2026 16:00,CREATED,DEFAULT,0,0,0,,,,Bangalore new,,,,02-02-2026 17:30,11-02-2026 16:00,,,,,,6,,,,,07-02-2026 17:30,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,,,SSGOL004-3,,,,,,,,,cashfree,,FALSE,
441292-0,S2000067108,Online,,,,FALSE,0,11421267,School Accessories,,,,,,Bengaluru,Karnataka,IN,560109,,,STD,SSGOL006-8,SSGOL006-8,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : L",White,L,GOL,schools365,FALSE,FALSE,,61159500,149,157.94,149,205,0,,0,gst-5,,,,,,,,,,,,,,,8.94,0,0,0,1,02-02-2026 17:23,SC-S2000067108,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,PULS00055,11-02-2026 16:00,CREATED,DEFAULT,0,0,0,,,,Bangalore new,,,,02-02-2026 17:30,11-02-2026 16:00,,,,,,6,,,,,07-02-2026 17:30,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : L",,,SSGOL006-8,,,,,,,,,cashfree,,FALSE,
441294-0,S2000067109,Online,,,,FALSE,0,11421269,School Accessories,,,,,,Bangalore,Karnataka,IN,560078,,,STD,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,198.67,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,49.67,0,0,0,1,02-02-2026 17:27,SC-S2000067109,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,PULS00027,11-02-2026 14:11,CREATED,DEFAULT,0,0,0,,,,Bangalore new,,,,02-02-2026 17:30,11-02-2026 14:11,,,,,,3,,,,,07-02-2026 17:30,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,,,,,,,,cashfree,,FALSE,
441294-1,S2000067109,Online,,,,FALSE,0,11421269,School Accessories,,,,,,Bangalore,Karnataka,IN,560078,,,STD,SSGOL004-2,SSGOL004-2,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,Blue,M,GOL,schools365,FALSE,FALSE,,61159500,149,198.67,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,49.67,0,0,0,1,02-02-2026 17:27,SC-S2000067109,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,PULS00027,11-02-2026 14:11,CREATED,DEFAULT,0,0,0,,,,Bangalore new,,,,02-02-2026 17:30,11-02-2026 14:11,,,,,,3,,,,,07-02-2026 17:30,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - M,,,SSGOL004-2,,,,,,,,,cashfree,,FALSE,
441296-0,S2000067109,Online,,,,FALSE,0,11421269,School Accessories,,,,,,Bangalore,Karnataka,IN,560078,,,STD,SSGOL006-7,SSGOL006-7,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",White,M,GOL,schools365,FALSE,FALSE,,61159500,149,198.66,149,205,0,,0,gst-5,,,,,,,,,,,,,,,49.66,0,0,0,1,02-02-2026 17:27,SC-S2000067109,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,PULS00027,11-02-2026 14:11,CREATED,DEFAULT,0,0,0,,,,Bangalore new,,,,02-02-2026 17:30,11-02-2026 14:11,,,,,,3,,,,,07-02-2026 17:30,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : M",,,SSGOL006-7,,,,,,,,,cashfree,,FALSE,
441298-0,S2000067110,Online,,,,FALSE,0,11421291,School Accessories,,,,,,Bangalore,Karnataka,IN,560083,,,STD,SSGOL004-5,SSGOL004-5,GOL Blue Melange Semi Crew Socks - Size - XXL,Blue,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,154.95,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,5.95,0,0,0,1,02-02-2026 17:42,SC-S2000067110,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 17:50,11-02-2026 17:10,,,,,,,,,,,07-02-2026 17:50,,,,,,,GOL Blue Melange Semi Crew Socks - Size - XXL,,,SSGOL004-5,,,,,,,,,cashfree,,FALSE,
441298-1,S2000067110,Online,,,,FALSE,0,11421291,School Accessories,,,,,,Bangalore,Karnataka,IN,560083,,,STD,SSGOL004-5,SSGOL004-5,GOL Blue Melange Semi Crew Socks - Size - XXL,Blue,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,154.95,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,5.95,0,0,0,1,02-02-2026 17:42,SC-S2000067110,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 17:50,11-02-2026 17:10,,,,,,,,,,,07-02-2026 17:50,,,,,,,GOL Blue Melange Semi Crew Socks - Size - XXL,,,SSGOL004-5,,,,,,,,,cashfree,,FALSE,
441300-0,S2000067110,Online,,,,FALSE,0,11421291,School Accessories,,,,,,Bangalore,Karnataka,IN,560083,,,STD,SSGOL006-10,SSGOL006-10,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",White,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,154.95,149,205,0,,0,gst-5,,,,,,,,,,,,,,,5.95,0,0,0,1,02-02-2026 17:42,SC-S2000067110,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 17:50,11-02-2026 17:10,,,,,,,,,,,07-02-2026 17:50,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",,,SSGOL006-10,,,,,,,,,cashfree,,FALSE,
441300-1,S2000067110,Online,,,,FALSE,0,11421291,School Accessories,,,,,,Bangalore,Karnataka,IN,560083,,,STD,SSGOL006-10,SSGOL006-10,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",White,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,154.95,149,205,0,,0,gst-5,,,,,,,,,,,,,,,5.95,0,0,0,1,02-02-2026 17:42,SC-S2000067110,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 17:50,11-02-2026 14:11,,,,,,,,,,,07-02-2026 17:50,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",,,SSGOL006-10,,,,,,,,,cashfree,,FALSE,
441302-0,S2000067110,Online,,,,FALSE,0,11421291,School Accessories,,,,,,Bangalore,Karnataka,IN,560083,,,STD,RBKPB002-11,RBKPB002-11,Reebok Prodigy Black School Shoes - 11US,Black,11US,Reebok,schools365,FALSE,FALSE,,64041990,2999,2276.39,2189,,0,,0,Range-5-18,,,,,,,,,,,,,,,87.39,0,0,0,1,02-02-2026 17:42,SC-S2000067110,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 17:50,17-02-2026 15:10,,,,,,,,,,,07-02-2026 17:50,,,,,,,Reebok Prodigy Black School Shoes - 11US,,,RBKPB002-11,,,,,,,,,cashfree,,FALSE,
441304-0,S2000067110,Online,,,,FALSE,0,11421291,School Accessories,,,,,,Bangalore,Karnataka,IN,560083,,,STD,KYTP003-40,KYTP003-40,GOL Sri Kumaran Yogapant - Black - Size : 40,Black,40,GOL,schools365,FALSE,FALSE,,61034200,999,674.91,649,,0,,0,gst-5,,,,,,,,,,,,,,,25.91,0,0,0,1,02-02-2026 17:42,SC-S2000067110,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 17:50,11-02-2026 14:11,,,,,,,,,,,07-02-2026 17:50,,,,,,,GOL Sri Kumaran Yogapant - Black - Size : 40,,,KYTP003-40,,,,,,,,,cashfree,,FALSE,
441306-0,S2000067110,Online,,,,FALSE,0,11421291,School Accessories,,,,,,Bangalore,Karnataka,IN,560083,,,STD,SSGOL004-6,SSGOL004-6,GOL Blue Melange Semi Crew Socks - Size - XXXL,Blue,XXXL,GOL,schools365,FALSE,FALSE,,61159500,149,154.95,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,5.95,0,0,0,1,02-02-2026 17:42,SC-S2000067110,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 17:50,11-02-2026 17:10,,,,,,,,,,,07-02-2026 17:50,,,,,,,GOL Blue Melange Semi Crew Socks - Size - XXXL,,,SSGOL004-6,,,,,,,,,cashfree,,FALSE,
441308-0,S2000067110,Online,,,,FALSE,0,11421291,School Accessories,,,,,,Bangalore,Karnataka,IN,560083,,,STD,SSGOL006-11,SSGOL006-11,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXXL",WHITE,XXXL,GOL,schools365,FALSE,FALSE,,61159500,149,154.95,149,,0,,0,gst-5,,,,,,,,,,,,,,,5.95,0,0,0,1,02-02-2026 17:42,SC-S2000067110,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 17:50,11-02-2026 14:11,,,,,,,,,,,07-02-2026 17:50,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXXL",,,SSGOL006-11,,,,,,,,,cashfree,,FALSE,
441310-0,S2000067111,Online,,,,FALSE,0,11421301,School Accessories,,,,,,Bangalore,Karnataka,IN,560076,,,STD,SSGOL004-5,SSGOL004-5,GOL Blue Melange Semi Crew Socks - Size - XXL,Blue,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,155.48,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,6.48,0,0,0,1,02-02-2026 17:55,SC-S2000067111,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 18:00,11-02-2026 17:10,,,,,,,,,,,07-02-2026 18:00,,,,,,,GOL Blue Melange Semi Crew Socks - Size - XXL,,,SSGOL004-5,,,,,,,,,cashfree,,FALSE,
441310-1,S2000067111,Online,,,,FALSE,0,11421301,School Accessories,,,,,,Bangalore,Karnataka,IN,560076,,,STD,SSGOL004-5,SSGOL004-5,GOL Blue Melange Semi Crew Socks - Size - XXL,Blue,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,155.48,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,6.48,0,0,0,1,02-02-2026 17:55,SC-S2000067111,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 18:00,11-02-2026 17:10,,,,,,,,,,,07-02-2026 18:00,,,,,,,GOL Blue Melange Semi Crew Socks - Size - XXL,,,SSGOL004-5,,,,,,,,,cashfree,,FALSE,
441312-0,S2000067111,Online,,,,FALSE,0,11421301,School Accessories,,,,,,Bangalore,Karnataka,IN,560076,,,STD,SSGOL006-10,SSGOL006-10,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",White,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,155.48,149,205,0,,0,gst-5,,,,,,,,,,,,,,,6.48,0,0,0,1,02-02-2026 17:55,SC-S2000067111,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 18:00,11-02-2026 14:11,,,,,,,,,,,07-02-2026 18:00,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",,,SSGOL006-10,,,,,,,,,cashfree,,FALSE,
441312-1,S2000067111,Online,,,,FALSE,0,11421301,School Accessories,,,,,,Bangalore,Karnataka,IN,560076,,,STD,SSGOL006-10,SSGOL006-10,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",White,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,155.48,149,205,0,,0,gst-5,,,,,,,,,,,,,,,6.48,0,0,0,1,02-02-2026 17:55,SC-S2000067111,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 18:00,11-02-2026 14:11,,,,,,,,,,,07-02-2026 18:00,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",,,SSGOL006-10,,,,,,,,,cashfree,,FALSE,
441314-0,S2000067111,Online,,,,FALSE,0,11421301,School Accessories,,,,,,Bangalore,Karnataka,IN,560076,,,STD,RBKPB002-10,RBKPB002-10,Reebok Prodigy Black School Shoes - 10US,Black,10US,Reebok,schools365,FALSE,FALSE,,64041990,2999,2284.27,2189,,0,,0,Range-5-18,,,,,,,,,,,,,,,95.27,0,0,0,1,02-02-2026 17:55,SC-S2000067111,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 18:00,17-02-2026 19:10,,,,,,,,,,,07-02-2026 18:00,,,,,,,Reebok Prodigy Black School Shoes - 10US,,,RBKPB002-10,,,,,,,,,cashfree,,FALSE,
441316-0,S2000067111,Online,,,,FALSE,0,11421301,School Accessories,,,,,,Bangalore,Karnataka,IN,560076,,,STD,KYTP002-34,KYTP002-34,GOL Sri Kumaran Yogapant - Black - Size : 34,Black,34,GOL,schools365,FALSE,FALSE,,61034200,999,666.81,639,,0,,0,gst-5,,,,,,,,,,,,,,,27.81,0,0,0,1,02-02-2026 17:55,SC-S2000067111,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 18:00,11-02-2026 16:00,,,,,,,,,,,07-02-2026 18:00,,,,,,,GOL Sri Kumaran Yogapant - Black - Size : 34,,,KYTP002-34,,,,,,,,,cashfree,,FALSE,
441318-0,S2000067112,Online,,,,FALSE,0,11421325,School Accessories,,,,,,Bengaluru,Karnataka,IN,560076,,,STD,SSGOL006-10,SSGOL006-10,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",White,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,223.5,149,205,0,,0,gst-5,,,,,,,,,,,,,,,74.5,0,0,0,1,02-02-2026 18:49,SC-S2000067112,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 18:50,11-02-2026 14:11,,,,,,,,,,,07-02-2026 18:50,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",,,SSGOL006-10,,,,,,,,,cashfree,,FALSE,
441318-1,S2000067112,Online,,,,FALSE,0,11421325,School Accessories,,,,,,Bengaluru,Karnataka,IN,560076,,,STD,SSGOL006-10,SSGOL006-10,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",White,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,223.5,149,205,0,,0,gst-5,,,,,,,,,,,,,,,74.5,0,0,0,1,02-02-2026 18:49,SC-S2000067112,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 18:50,11-02-2026 14:11,,,,,,,,,,,07-02-2026 18:50,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",,,SSGOL006-10,,,,,,,,,cashfree,,FALSE,
441320-0,S2000067113,Online,,,,FALSE,0,11421363,School Accessories,,,,,,Bangalore,Karnataka,IN,560061,,,STD,SSGOL004-3,SSGOL004-3,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,Blue,L,GOL,schools365,FALSE,FALSE,,61159500,149,155.03,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,6.03,0,0,0,1,02-02-2026 19:38,SC-S2000067113,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 19:40,11-02-2026 14:11,,,,,,,,,,,07-02-2026 19:40,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,,,SSGOL004-3,,,,,,,,,cashfree,,FALSE,
441320-1,S2000067113,Online,,,,FALSE,0,11421363,School Accessories,,,,,,Bangalore,Karnataka,IN,560061,,,STD,SSGOL004-3,SSGOL004-3,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,Blue,L,GOL,schools365,FALSE,FALSE,,61159500,149,155.03,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,6.03,0,0,0,1,02-02-2026 19:38,SC-S2000067113,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 19:40,11-02-2026 14:11,,,,,,,,,,,07-02-2026 19:40,,,,,,,GOL Blue Melange Semi Crew Socks - CBSE (Pack of 1) - Size - L,,,SSGOL004-3,,,,,,,,,cashfree,,FALSE,
441322-0,S2000067113,Online,,,,FALSE,0,11421363,School Accessories,,,,,,Bangalore,Karnataka,IN,560061,,,STD,SSGOL006-8,SSGOL006-8,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : L",White,L,GOL,schools365,FALSE,FALSE,,61159500,149,155.03,149,205,0,,0,gst-5,,,,,,,,,,,,,,,6.03,0,0,0,1,02-02-2026 19:38,SC-S2000067113,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 19:40,11-02-2026 14:11,,,,,,,,,,,07-02-2026 19:40,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : L",,,SSGOL006-8,,,,,,,,,cashfree,,FALSE,
441322-1,S2000067113,Online,,,,FALSE,0,11421363,School Accessories,,,,,,Bangalore,Karnataka,IN,560061,,,STD,SSGOL006-8,SSGOL006-8,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : L",White,L,GOL,schools365,FALSE,FALSE,,61159500,149,155.03,149,205,0,,0,gst-5,,,,,,,,,,,,,,,6.03,0,0,0,1,02-02-2026 19:38,SC-S2000067113,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 19:40,11-02-2026 14:11,,,,,,,,,,,07-02-2026 19:40,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : L",,,SSGOL006-8,,,,,,,,,cashfree,,FALSE,
441324-0,S2000067113,Online,,,,FALSE,0,11421363,School Accessories,,,,,,Bangalore,Karnataka,IN,560061,,,STD,RBKPB002-8,RBKPB002-8,Reebok Prodigy Black School Shoes - 8US,Black,8US,Reebok,schools365,FALSE,FALSE,,64041990,2999,2277.52,2189,,0,,0,Range-5-18,,,,,,,,,,,,,,,88.52,0,0,0,1,02-02-2026 19:38,SC-S2000067113,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 19:40,17-02-2026 19:10,,,,,,,,,,,07-02-2026 19:40,,,,,,,Reebok Prodigy Black School Shoes - 8US,,,RBKPB002-8,,,,,,,,,cashfree,,FALSE,
441326-0,S2000067113,Online,,,,FALSE,0,11421363,School Accessories,,,,,,Bangalore,Karnataka,IN,560061,,,STD,KCSFS002-36,KCSFS002-36,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 36,Navy Blue,36,GOL,schools365,FALSE,FALSE,,61102000,999,935.36,899,,0,,0,gst-5,,,,,,,,,,,,,,,36.36,0,0,0,1,02-02-2026 19:38,SC-S2000067113,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 19:40,11-02-2026 14:11,,,,,,,,,,,07-02-2026 19:40,,,,,,,GOL Sri Kumaran Sweaters CBSE - Full Sleeve - Navy Blue - Size : 36,,,KCSFS002-36,,,,,,,,,cashfree,,FALSE,
441328-0,S2000067114,Online,,,,FALSE,0,11421387,School Accessories,,,,,,Bangalore ,Karnataka,IN,560062,,,STD,RBKPB002-12,RBKPB002-12,Reebok Prodigy Black School Shoes - 12US,Black,12US,Reebok,schools365,FALSE,FALSE,,64041990,2999,3068.33,2999,,0,,0,Range-5-18,,,,,,,,,,,,,,,69.33,0,0,0,1,02-02-2026 20:02,SC-S2000067114,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 20:10,17-02-2026 15:10,,,,,,,,,,,07-02-2026 20:10,,,,,,,Reebok Prodigy Black School Shoes - 12US,,,RBKPB002-12,,,,,,,,,cashfree,,FALSE,
441330-0,S2000067114,Online,,,,FALSE,0,11421387,School Accessories,,,,,,Bangalore ,Karnataka,IN,560062,,,STD,RBKPB002-9,RBKPB002-9,Reebok Prodigy Black School Shoes - 9US,Black,9US,Reebok,schools365,FALSE,FALSE,,64041990,2999,3068.35,2999,,0,,0,Range-5-18,,,,,,,,,,,,,,,69.35,0,0,0,1,02-02-2026 20:02,SC-S2000067114,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 20:10,17-02-2026 19:10,,,,,,,,,,,07-02-2026 20:10,,,,,,,Reebok Prodigy Black School Shoes - 9US,,,RBKPB002-9,,,,,,,,,cashfree,,FALSE,
441332-0,S2000067114,Online,,,,FALSE,0,11421387,School Accessories,,,,,,Bangalore ,Karnataka,IN,560062,,,STD,SSGOL004-5,SSGOL004-5,GOL Blue Melange Semi Crew Socks - Size - XXL,Blue,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,152.44,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,3.44,0,0,0,1,02-02-2026 20:02,SC-S2000067114,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 20:10,11-02-2026 17:10,,,,,,,,,,,07-02-2026 20:10,,,,,,,GOL Blue Melange Semi Crew Socks - Size - XXL,,,SSGOL004-5,,,,,,,,,cashfree,,FALSE,
441332-1,S2000067114,Online,,,,FALSE,0,11421387,School Accessories,,,,,,Bangalore ,Karnataka,IN,560062,,,STD,SSGOL004-5,SSGOL004-5,GOL Blue Melange Semi Crew Socks - Size - XXL,Blue,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,152.44,149,43,0,,0,gst-5-gears,,,,,,,,,,,,,,,3.44,0,0,0,1,02-02-2026 20:02,SC-S2000067114,FALSE,PROCESSING,0,INR,1,FULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 20:10,11-02-2026 17:10,,,,,,,,,,,07-02-2026 20:10,,,,,,,GOL Blue Melange Semi Crew Socks - Size - XXL,,,SSGOL004-5,,,,,,,,,cashfree,,FALSE,
441334-0,S2000067114,Online,,,,FALSE,0,11421387,School Accessories,,,,,,Bangalore ,Karnataka,IN,560062,,,STD,SSGOL006-10,SSGOL006-10,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",White,XXL,GOL,schools365,FALSE,FALSE,,61159500,149,152.44,149,205,0,,0,gst-5,,,,,,,,,,,,,,,3.44,0,0,0,1,02-02-2026 20:02,SC-S2000067114,FALSE,PROCESSING,0,INR,1,UNFULFILLABLE,,,,Self,,,,,,,,,,,Bangalore new,,,,02-02-2026 20:10,11-02-2026 14:11,,,,,,,,,,,07-02-2026 20:10,,,,,,,"GOL White Semi Crew With Red, Blue & Green Stripes Socks (Pack of 1) - Size : XXL",,,SSGOL006-10,,,,,,,,,cashfree,,FALSE,
